X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64
Maryland,,No,African American/Black,No,Heterosexual,Woman,No,No,Christian,"$50,000 - $74,999",No,No,No,Public,7,0,10+,0,"Academic Clubs/Competition, Advocacy, Athletics, Community Service, Cultural and Affinity Clubs, Career-oriented internship, Religious group, Student Government",No,Research,Regular Decision off the waitlist,10,,Vanderbilt was my first choice,"Yes, but I did not submit it","Yes, but I did not submit it",,,"Yes, standardized testing (ACT/SAT) tutoring","Academics, Faculty, Brand name/rankings","Campus tour, Commodore Launch",College of Arts of Science,No,"Medicine, Health, and Society (MHS)","Yes, as a pre-med student",Murray,Hank Ingram,"Yes, full cost of attendence",No,$0 ,Not sure,3,4,3,4,4,4,4,4,7,4,"Yes, in my home state/country",I intend to vote for Kamala Harris,4-6 hours,"Instagram, TikTok",Never,Never,Never,Never,,No,N/A (I have never owned a fake ID)
Pennsylvania,,Yes,"White/Caucasian, African American/Black",No,Heterosexual,Woman,No,Yes,Christian,"$50,000 - $74,999",No,No,No,Private,My school did not offer,My school did not offer,10+,10+,"Academic Clubs/Competition, Athletics, Community Service, Student Government","Yes, in high school but not in college","Research, Coding",Regular Decision,11,,Vanderbilt was not my first choice but was one of my top choices,"Yes, but I did not submit it",No,,,No,"Cost, Location, Academics",Anchor Day (admitted students day),School of Engineering,No,Biomedical Engineering,No,Gillette,Hank Ingram,"Yes, full cost of attendence",No,$0 ,"Yes, I plan to participate in Panhellenic recruitment",4,4,2,5,6,4,4,4,5,1,"Yes, in my home state/country",Prefer not to answer,4-6 hours,"Instagram, TikTok, X (formerly Twitter), Other social media",Once a month,Once a week,Never,Once a week,None,Yes,N/A (I have never owned a fake ID)
None of the Above,India,No,Asian/Pacific Islander,No,Heterosexual,Woman,No,No,Hindu,"$100,000 - $149,999",No,No,No,Private,0,6,My school did not offer,My school did not offer,"Academic Clubs/Competition, Athletics, Community Service, Career-oriented internship, Journalism, Music, Model UN, Research, Speech and Debate","Yes, in both high school and college","Research, Coding",Regular Decision off the waitlist,22,,Vanderbilt was not my first choice nor was it among my top choices,"Yes, and I submitted it",No,1530,,"Yes, standardized testing (ACT/SAT) tutoring, Yes, college counseling","Location, Academics, School size",None,College of Arts of Science,"Yes, Peabody",Economics,No,East,Stambaugh,No,No,$0 ,"Not sure, No",2,4,4,4,6,5,4,4,7,5,"Yes, in my home state/country",I do not intend to vote,4-6 hours,"News websites/apps, Podcasts, Television, Instagram",Once a week,Once a month,Never,Never,None,No,Prefer not to answer
Connecticut,,Yes,"White/Caucasian, African American/Black",No,Heterosexual,Woman,No,No,"None (Atheist, Agnostic, etc.)","Under $50,000",No,No,No,Public,5,My school did not offer,10+,My school did not offer,"Academic Clubs/Competition, Athletics, Community Service, Model UN, Speech and Debate",No,,Regular Decision off the waitlist,20,"University of Florida, Florida State University, Howard, Washington University in St. Louis, University of South Florida",I did not have a ranking of the schools I applied to,"Yes, and I submitted it",No,1430,,No,"Location, Academics, Brand name/rankings",None,College of Arts of Science,No,Political Science,No,Gillette,Gillette,"Yes, full cost of attendence",No,$0 ,No,2,7,3,5,7,5,4,4,7,2,"Yes, in my home state/country",I intend to vote for Kamala Harris,1-2 hours,"News websites/apps, Television, Instagram, TikTok",Never,Never,Never,Never,None,Yes,N/A (I have never owned a fake ID)
Maryland,,No,White/Caucasian,Yes,Heterosexual,Woman,No,Yes,Christian,"Under $50,000",No,No,No,Private,My school did not offer,My school did not offer,5,My school did not offer,"Academic Clubs/Competition, Advocacy, Athletics, Community Service, Dance, Family Responsibilities, Music, Religious group, Student Government, Theater, Paid work",No,,Regular Decision off the waitlist,10,"Washington and Lee, University of Pittsburg, McDaniel University, Catholic University of America",Vanderbilt was not my first choice but was one of my top choices,No,No,,,No,"Cost, Academics, Brand name/rankings",None,College of Arts of Science,No,Political Science,"Yes, as a pre-law student",Gillette,Hank Ingram,"Yes, full cost of attendence",No,$0 ,No,5,1,1,7,4,7,4,2,7,1,"Yes, in my home state/country",I intend to vote for Kamala Harris,2-4 hours,"Instagram, TikTok",Once a semester,Prefer not to answer,Never,Never,None,No,N/A (I have never owned a fake ID)
Florida,,No,White/Caucasian,Yes,Heterosexual,Woman,No,Yes,Christian,"$50,000 - $74,999",No,No,No,Public,10+,8,4,2,"Academic Clubs/Competition, Community Service, Career-oriented internship, Research, Student Government","Yes, in high school but not in college",Research,Regular Decision,10,"University of Miami, Florida International University, ",Vanderbilt was my first choice,"Yes, but I did not submit it","Yes, but I did not submit it",1300,32,No,"Location, Campus, Student Life",Commodore Launch,College of Arts of Science,No,Economics,No,Hank Ingram,Hank Ingram,"Yes, more than half the cost of attendance",No,"$1-$4,999","Yes, I plan to participate in IFC recruitment",5,5,2,4,4,4,4,5,5,2,"Yes, in my home state/country",I intend to vote for Donald Trump,2-4 hours,"Instagram, TikTok",Once a month,Once a month,Never,Never,None,Yes,N/A (I have never owned a fake ID)
Indiana,,No,White/Caucasian,No,Bisexual/pansexual,Woman,No,Yes,Christian,"Under $50,000",No,No,No,Public,My school did not offer,My school did not offer,7,7,"Academic Clubs/Competition, Advocacy, Athletics, Community Service, Dance, Family Responsibilities, Music, Student Government, Theater, Visual Art","Yes, in high school but not in college",Writing,Regular Decision off the waitlist,43,"Purdue University, Washington and Lee University, Boston University, Boston College, Syracuse University, Tufts University, Ball State University, University of Cincinnati, ",Vanderbilt was my first choice,"Yes, but I did not submit it",No,1210,,No,"Location, Academics, Faculty",Commodore Launch,College of Arts of Science,No,Biochemistry and Chemical Biology,No,Crawford,Crawford,"Yes, full cost of attendence",No,$0 ,Not sure,1,5,1,3,7,6,4,7,7,3,"Yes, in my home state/country",I intend to vote for Kamala Harris,2-4 hours,"News websites/apps, Instagram, TikTok",Once a month,Twice a week,Four or more times a week,Once a semester,Psilocybin (Shrooms),Yes,N/A (I have never owned a fake ID)
New Jersey,,Yes,White/Caucasian,Yes,Heterosexual,Man,No,No,Christian,"$300,000 - $499,999",No,No,No,Private,6,My school did not offer,7,My school did not offer,"Athletics, Community Service, Paid work","Yes, in both high school and college","Writing, Research, Coding",EDI,12,,Vanderbilt was my first choice,"Yes, but I did not submit it","Yes, but I did not submit it",,,"Yes, standardized testing (ACT/SAT) tutoring","Academics, Post-grad opportunities, Student Life",Campus tour,College of Arts of Science,No,Economics,No,Murray,Hank Ingram,No,No,$0 ,"Yes, I plan to participate in IFC recruitment",3,3,2,7,6,4,2,2,7,2,"Yes, in my home state/country",I intend to vote for Kamala Harris,4-6 hours,News websites/apps,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Yes,Prefer not to answer
Ohio,,No,White/Caucasian,No,Heterosexual,Man,No,Yes,"None (Atheist, Agnostic, etc.)","$100,000 - $149,999",No,No,No,Private,10+,My school did not offer,4,6,"Academic Clubs/Competition, Athletics, Community Service, Career-oriented internship, Paid work","Yes, in both high school and college","Research, Explanation of Concepts",Regular Decision,6,"Virginia Tech, University of Cincinnati, University of Tennesee Knoxville, Ohio Univeristy, Rose-Hullman",Vanderbilt was not my first choice but was one of my top choices,"Yes, but I did not submit it","Yes, and I submitted it",1420,34,No,"Cost, Academics, Campus",Campus tour,School of Engineering,No,Electrical and Computer Engineering,No,Stambaugh,Stambaugh,"Yes, less than half the cost of attendance","Yes, covers full tuition",$0 ,No,5,2,1,6,4,2,2,3,5,5,"Yes, in my home state/country",I intend to vote for a third party candidate,2-4 hours,"News websites/apps, Instagram, Youtube",Never,Never,Never,Never,None,No,N/A (I have never owned a fake ID)
Texas,,No,White/Caucasian,No,Heterosexual,Man,No,No,"None (Atheist, Agnostic, etc.)","$200,000 - $299,999",No,No,No,Public,10+,My school did not offer,10+,0,"Community Service, Family Responsibilities, Boy Scouts","Yes, in both high school and college","Writing, Research, Coding",Regular Decision off the waitlist,9,"Suffolk University, Colorado School of Mines, Boston University",Vanderbilt was not my first choice but was one of my top choices,"Yes, and I submitted it",No,1560,,"Yes, college counseling","Location, Academics, Brand name/rankings",Campus tour,School of Engineering,No,Mechanical Engineering,No,Hank Ingram,Hank Ingram,No,No,$0 ,No,2,2,1,4,7,7,4,5,6,3,"Yes, in my home state/country",I intend to vote for Kamala Harris,4-6 hours,"Podcasts, Instagram, Youtube",Once a month,Once a week,Once a week,Never,Prefer not to answer,No,N/A (I have never owned a fake ID)
New Jersey,,No,Asian/Pacific Islander,No,Bisexual/pansexual,Woman,No,No,Not sure,"$150,000 - $199,999",No,No,No,Public,10+,My school did not offer,10+,My school did not offer,"Advocacy, Community Service, Research, Theater, Visual Art, Paid work","Yes, in college but not in high school",Generating images ,Regular Decision off the waitlist,23,"Rutgers University, University of Miami, University of California San Diego, Case Western Reserve University, Franklin and Marshall College, Rochester Institute of Technology ",Vanderbilt was not my first choice but was one of my top choices,"Yes, and I submitted it",No,1560,,No,"Location, Academics, Student Life",Campus tour,School of Engineering,No,Biomedical Engineering,No,Stambaugh,Stambaugh,"Yes, less than half the cost of attendance","Yes, covers partial tuition",I don't know,Not sure,2,4,2,5,7,5,4,6,6,3,I am not eligible to vote,I am not eligible to vote,4-6 hours,"News websites/apps, Television, TikTok, Youtube, Other social media",Prefer not to answer,Prefer not to answer,Never,Never,None,No,N/A (I have never owned a fake ID)
Georgia,,No,Asian/Pacific Islander,No,Bisexual/pansexual,Woman,No,No,Muslim,"$750,000 - $999,999",No,No,No,Public,7,7,3,0,"Academic Clubs/Competition, Advocacy, Athletics, Community Service, Cultural and Affinity Clubs, Family Responsibilities","Yes, in both high school and college","Writing, Research, Math",Regular Decision,20,,I did not have a ranking of the schools I applied to,"Yes, and I submitted it","Yes, and I submitted it",,,No,"Cost, Academics, Post-grad opportunities",Anchor Day (admitted students day),College of Arts of Science,No,"Medicine, Health, and Society (MHS)","Yes, as a pre-med student",Gillette,Gillette,No,"Yes, covers full tuition",$0 ,No,1,1,1,4,7,7,7,7,7,2,"Yes, in my home state/country",I intend to vote for a third party candidate,4-6 hours,"News websites/apps, Podcasts, Television, Instagram",Never,Never,Never,Never,None,No,N/A (I have never owned a fake ID)
None of the Above,Honduras ,Yes,"White/Caucasian, Middle Eastern/North African, Hispanic or Latin American ",Yes,Heterosexual,Man,No,No,"None (Atheist, Agnostic, etc.)","Under $50,000",No,No,No,Private,10+,My school did not offer,3,0,"Academic Clubs/Competition, Athletics","Yes, in high school but not in college","Writing, Research",EDI,10,Withdrew applications after ED acceptance ,Vanderbilt was my first choice,"Yes, and I submitted it",No,1510,,No,"Cost, Academics, Brand name/rankings",Campus tour,School of Engineering,No,Chemical Engineering,No,Crawford,Crawford,"Yes, full cost of attendence",No,I don't know,"Not sure, No",5,5,1,4,7,5,4,5,3,4,I am registered to vote but do not vote,Prefer not to answer,6-9 hours,"Instagram, Youtube",Twice a week,Once a month,Never,Never,None,Yes,N/A (I have never owned a fake ID)
Tennessee,,No,White/Caucasian,No,Heterosexual,Man,No,No,Christian,"$300,000 - $499,999","Yes, one parent",No,No,Private,10+,My school did not offer,10+,1,Athletics,"Yes, in high school but not in college","Writing, Research, Math, physics",Regular Decision,10,"UTK, University of Georgia, SMU, waitlisted at a few more",Vanderbilt was my first choice,No,"Yes, and I submitted it",,35,"Yes, standardized testing (ACT/SAT) tutoring, Yes, college counseling","Academics, Campus, Student Life","Campus tour, Anchor Day (admitted students day)",College of Arts of Science,No,Economics,No,Sutherland,Sutherland,No,No,$0 ,Not sure,7,4,3,3,1,5,4,1,3,1,"Yes, in Tennessee",I intend to vote for Donald Trump,4-6 hours,"News websites/apps, Podcasts, Instagram, X (formerly Twitter), Youtube",Once a month,Once a month,Never,Never,None,No,South Carolina
Tennessee,,No,White/Caucasian,Yes,Heterosexual,Woman,No,Yes,Christian,"$75,000 - $99,999",No,No,No,Public,5,My school did not offer,My school did not offer,10+,"Academic Clubs/Competition, Athletics, Community Service, Cultural and Affinity Clubs, Family Responsibilities, Religious group, Theater, Paid work","Yes, in high school but not in college",Math,Regular Decision off the waitlist,9,"University of Tennesse at Knoxville, College of William & Mary, University of Virginia at Wise, East Tennessee State University",Vanderbilt was not my first choice but was one of my top choices,No,"Yes, and I submitted it",,35,No,"Cost, Location, Academics","Campus tour, Commodore Launch",College of Arts of Science,No,Biological Sciences,"Yes, as a pre-med student",West,West,"Yes, full cost of attendence",No,$0 ,No,5,4,2,6,2,5,4,2,6,1,"Yes, in Tennessee",I intend to vote for Donald Trump,2-4 hours,"News websites/apps, Instagram, TikTok",Never,Never,Never,Never,None,Yes,N/A (I have never owned a fake ID)
Maryland,,No,White/Caucasian,No,Heterosexual,Woman,No,No,Christian,"$200,000 - $299,999",No,No,No,Public,10+,My school did not offer,10+,2,"Academic Clubs/Competition, Advocacy, Athletics, Community Service, Career-oriented internship, Model UN, Student Government, Paid work","Yes, in both high school and college","Writing, Research",EDI,17,"Pitt, Penn State, Fordham, Texas A&M, (had to withdraw the rest bc ED)",Vanderbilt was my first choice,"Yes, but I did not submit it",No,1470,,No,"Academics, Brand name/rankings, Student Life","Campus tour, 'Dore For A Day",College of Arts of Science,No,Political Science,"Yes, as a pre-law student",Gillette,Stambaugh,"Yes, more than half the cost of attendance",No,"$100,000 - $149,999","Yes, I plan to participate in Panhellenic recruitment",4,5,2,7,7,3,3,2,6,2,"Yes, in my home state/country",I intend to vote for Kamala Harris,4-6 hours,"News websites/apps, Print, Instagram, TikTok, X (formerly Twitter), Other social media",Never,Once a week,Never,Never,None,No,N/A (I have never owned a fake ID)
